"","r.squared","adj.r.squared","sigma","statistic","p.value","df","logLik","AIC","BIC","deviance","df.residual","response","spatialunit","size"
"81",0.441776072025638,0.436817230025865,0.531981892698445,89.0885557648191,2.14281482491346e-95,8,-623.062758333608,1264.12551666722,1306.24190933982,223.007730517308,788,"fecal","grid","25"
"82",0.419022497944255,0.4138615302864,0.542715572901343,81.1906847171294,1.28870162479304e-88,8,-638.963593365119,1295.92718673024,1338.04357940284,232.097672138871,788,"fecal","grid","100"
"83",0.396190489508399,0.39159878220428,0.552926249275342,86.2839164754745,4.55559119599219e-83,7,-654.305193857211,1324.61038771442,1362.04718120118,241.218947901644,789,"fecal","grid","400"
"84",0.379737481252012,0.375811769108037,0.560054070936744,96.7308522187122,1.63141553439634e-79,6,-665.005040801108,1344.01008160222,1376.76727590313,247.791844274527,790,"fecal","grid","1600"
"85",0.0423906891994256,0.0388130703545915,57.5912608396382,11.8488556321858,1.34022251247364e-07,4,-4414.14868679489,8838.29737358978,8861.76399193113,2663352.92005469,803,"metal","grid","25"
"86",0.0419230564529531,0.0383436905368371,57.6053209955296,11.7124254506073,1.62191809191889e-07,4,-4414.34568128344,8838.69136256688,8862.15798090823,2664653.5246194,803,"metal","grid","100"
"87",0.0446711588266709,0.0411020597936448,57.5226454847599,12.5160883498364,5.27487009430486e-08,4,-4413.18663799101,8836.37327598203,8859.83989432338,2657010.35908299,803,"metal","grid","400"
"88",0.0450317536799614,0.0402688197831034,57.5476323785374,9.4546249549395,1.80149312050293e-07,5,-4413.03430563812,8838.06861127624,8866.22855328586,2656007.45388498,802,"metal","grid","1600"
"89",0.251388237294985,0.246697687403349,114.054579737628,53.5946196294129,5.17155074933178e-48,6,-4946.10372183459,9906.20744366918,9939.03463855343,10380740.8329833,798,"pah","grid","25"
"90",0.262392463151251,0.25857560655695,114.545825949284,68.7456960114782,8.4112074681521e-50,5,-4789.90463714313,9591.80927428626,9619.74963343133,10142336.845378,773,"pah","grid","100"
"91",0.265156662559221,0.261124600351041,117.295534104097,65.7620465332348,1.65067223500839e-47,5,-4536.27969447715,9084.5593889543,9112.15044312599,10029758.651838,729,"pah","grid","400"
"92",0.316306010469006,0.310113130129051,114.726413873958,51.0757503948997,1.65101663298412e-43,6,-3435.09451453637,6884.18902907274,6914.45954180941,7265506.82228899,552,"pah","grid","1600"
"93",0.277966943469058,0.274297143944123,0.765863034132763,75.7444491396267,2.4271789066465e-54,5,-910.023863491999,1832.047726984,1860.09509533488,461.61184920917,787,"pcb","grid","25"
"94",0.281591432512207,0.277854586907589,0.769568652408672,75.3553832045464,6.50655934855649e-54,5,-893.02027753014,1798.04055506028,1825.94998630182,455.429415382207,769,"pcb","grid","100"
"95",0.304432130396801,0.300594514564507,0.766360413952569,79.328453837147,7.8485493864297e-56,5,-839.061553211162,1690.12310642232,1717.68137362718,425.798505953326,725,"pcb","grid","400"
"96",0.304757314096503,0.299710180260543,0.767187901515357,60.382253374213,2.74033640474475e-42,5,-639.065435593894,1290.13087118779,1316.05548095329,324.306079203577,551,"pcb","grid","1600"
"97",0.210719832898769,0.203681665803599,0.225395914260297,29.9395893915862,8.92720275822387e-37,8,60.2902221440968,-102.580444288194,-60.49803529348,39.8806047597095,785,"ddt","grid","25"
"98",0.210245404904416,0.204083470482343,0.226430153699487,34.1200328506114,1.29358767646209e-36,7,55.0269328473734,-94.0538656947468,-56.820645533281,39.4271025538632,769,"ddt","grid","100"
"99",0.195536932147827,0.189457866143907,0.226409325010583,32.1656208407205,9.48827602023368e-35,7,56.7596249533748,-97.5192499067496,-60.0323623302028,40.7013788666877,794,"ddt","grid","400"
"100",0.193507574763917,0.18741317356566,0.226694717873342,31.7516961008808,2.52716088735166e-34,7,55.7505864471396,-95.5011728942793,-58.0142853177324,40.8040531186692,794,"ddt","grid","1600"
"101",0.230273788249051,0.226215477818027,0.112491247614275,56.7412947242011,4.2303978293869e-32,4,440.891393341925,-871.782786683849,-850.028358100276,7.20028576940538,569,"pbde","grid","25"
"102",0.230273788249051,0.226215477818027,0.112491247614275,56.7412947242011,4.2303978293869e-32,4,440.891393341925,-871.782786683849,-850.028358100276,7.20028576940538,569,"pbde","grid","100"
"103",0.230273788249051,0.226215477818027,0.112491247614275,56.7412947242011,4.2303978293869e-32,4,440.891393341925,-871.782786683849,-850.028358100276,7.20028576940538,569,"pbde","grid","400"
"104",0.230273788249051,0.226215477818027,0.112491247614275,56.7412947242011,4.2303978293869e-32,4,440.891393341925,-871.782786683849,-850.028358100276,7.20028576940538,569,"pbde","grid","1600"
"105",0.186217223815049,0.179033769296392,0.00398677088395703,25.923074104724,4.81334071295535e-32,8,3292.79406002411,-6567.58812004822,-6525.4153715246,0.0126042132703658,793,"ermqddt","grid","25"
"106",0.184077767575383,0.177912108388295,0.00398949345554585,29.8553264119562,2.3123922389183e-32,7,3291.74251669363,-6567.48503338727,-6529.99814581072,0.0126373500772835,794,"ermqddt","grid","100"
"107",0.193876943699132,0.186761103353475,0.00396796380922825,27.2458254094274,1.25067558916799e-33,8,3296.58161435688,-6575.16322871377,-6532.99048019015,0.0124855762755367,793,"ermqddt","grid","400"
"108",0.178291917426511,0.172082536449885,0.00400361357270121,28.7133158840889,3.58936071212592e-31,7,3288.91252190773,-6561.82504381546,-6524.33815623891,0.0127269637817768,794,"ermqddt","grid","1600"
"109",0.761581516179377,0.760095116654311,0.0142816708878876,512.366630462589,8.30803136038409e-247,6,2289.52174176275,-4565.04348352551,-4532.18154911586,0.163580830926649,802,"ermqmet","grid","25"
"110",0.762655301532786,0.761175596430123,0.014249473814372,515.41033423486,1.36237924221707e-247,6,2291.34538022629,-4568.69076045259,-4535.82882604294,0.162844098197153,802,"ermqmet","grid","100"
"111",0.765032162883699,0.763567276118634,0.0141779444197327,522.246620782432,2.41824852352892e-249,6,2295.41158647602,-4576.82317295203,-4543.96123854238,0.161213314591162,802,"ermqmet","grid","400"
