START_DATE,END_DATE,MONTH,YEAR,AMO,AO,NAO,ONI,ENSO_PHASE
1/1/2015,1/31/2015,1,2015,-0.008,1.092,1.79,0.596666667,Warm Phase/El Nino
2/1/2015,2/28/2015,2,2015,-0.004,1.043,1.32,0.563333333,Warm Phase/El Nino
3/1/2015,3/31/2015,3,2015,-0.129,1.837,1.45,0.623333333,Warm Phase/El Nino
4/1/2015,4/30/2015,4,2015,-0.072,1.216,0.73,0.786666667,Warm Phase/El Nino
5/1/2015,5/31/2015,5,2015,0.044,0.763,0.15,1.016666667,Warm Phase/El Nino
6/1/2015,6/30/2015,6,2015,0.029,0.427,-0.07,1.25,Warm Phase/El Nino
7/1/2015,7/31/2015,7,2015,0.132,-1.108,-3.18,1.54,Warm Phase/El Nino
8/1/2015,8/31/2015,8,2015,0.178,-0.689,-0.76,1.83,Warm Phase/El Nino
9/1/2015,9/30/2015,9,2015,0.3,-0.165,-0.65,2.106666667,Warm Phase/El Nino
10/1/2015,10/31/2015,10,2015,0.324,-0.25,0.44,2.37,Warm Phase/El Nino
11/1/2015,11/30/2015,11,2015,0.186,1.945,1.74,2.53,Warm Phase/El Nino
12/1/2015,12/31/2015,12,2015,0.229,1.444,2.24,2.643333333,Warm Phase/El Nino
1/1/2016,1/31/2016,1,2016,0.23,-1.449,0.12,2.533333333,Warm Phase/El Nino
2/1/2016,2/29/2016,2,2016,0.155,-0.024,1.58,2.233333333,Warm Phase/El Nino
3/1/2016,3/31/2016,3,2016,0.188,0.28,0.73,1.676666667,Warm Phase/El Nino
4/1/2016,4/30/2016,4,2016,0.177,-1.051,0.38,1.026666667,Warm Phase/El Nino
5/1/2016,5/31/2016,5,2016,0.344,-0.036,-0.77,0.476666667,Neutral Phase
6/1/2016,6/30/2016,6,2016,0.409,0.313,-0.43,0,Neutral Phase
7/1/2016,7/31/2016,7,2016,0.431,0.085,-1.76,-0.34,Neutral Phase
8/1/2016,8/31/2016,8,2016,0.456,0.472,-1.65,-0.573333333,Cool Phase/La Nina
9/1/2016,9/30/2016,9,2016,0.457,0.781,0.61,-0.686666667,Cool Phase/La Nina
10/1/2016,10/31/2016,10,2016,0.38,-1.917,0.41,-0.743333333,Cool Phase/La Nina
11/1/2016,11/30/2016,11,2016,0.39,-0.611,-0.16,-0.71,Cool Phase/La Nina
12/1/2016,12/31/2016,12,2016,0.335,1.786,0.48,-0.56,Cool Phase/La Nina
1/1/2017,1/31/2017,1,2017,0.225,0.942,0.48,-0.286666667,Neutral Phase
2/1/2017,2/28/2017,2,2017,0.226,0.34,1,-0.063333333,Neutral Phase
3/1/2017,3/31/2017,3,2017,0.167,1.365,0.74,0.146666667,Neutral Phase
4/1/2017,4/30/2017,4,2017,0.282,-0.089,1.73,0.29,Neutral Phase
5/1/2017,5/31/2017,5,2017,0.314,-0.73,-1.91,0.386666667,Neutral Phase
6/1/2017,6/30/2017,6,2017,0.308,0.402,0.05,0.38,Neutral Phase
7/1/2017,7/31/2017,7,2017,0.302,0.634,1.26,0.16,Neutral Phase
8/1/2017,8/31/2017,8,2017,0.309,0.15,-1.1,-0.146666667,Neutral Phase
9/1/2017,9/30/2017,9,2017,0.35,-0.492,-0.61,-0.44,Neutral Phase
10/1/2017,10/31/2017,10,2017,0.433,0.69,0.19,-0.706666667,Cool Phase/La Nina
11/1/2017,11/30/2017,11,2017,0.351,-0.078,0,-0.883333333,Cool Phase/La Nina
12/1/2017,12/31/2017,12,2017,0.364,-0.059,0.88,-0.976666667,Cool Phase/La Nina
1/1/2018,1/31/2018,1,2018,0.172,-0.281,1.44,-0.866666667,Cool Phase/La Nina
2/1/2018,2/28/2018,2,2018,0.062,0.113,1.58,-0.756666667,Cool Phase/La Nina
3/1/2018,3/31/2018,3,2018,0.131,-0.941,-0.93,-0.6,Cool Phase/La Nina
4/1/2018,4/30/2018,4,2018,0.063,0.544,1.24,-0.41,Neutral Phase
5/1/2018,5/31/2018,5,2018,-0.001,1.18,2.12,-0.133333333,Neutral Phase
6/1/2018,6/30/2018,6,2018,-0.011,0.38,1.09,0.056666667,Neutral Phase
7/1/2018,7/31/2018,7,2018,0.017,0.612,1.39,0.106666667,Neutral Phase
8/1/2018,8/31/2018,8,2018,0.112,0.836,1.97,0.196666667,Neutral Phase
9/1/2018,9/30/2018,9,2018,0.162,0.585,1.67,0.43,Neutral Phase
10/1/2018,10/31/2018,10,2018,0.143,0.413,0.93,0.703333333,Warm Phase/El Nino
11/1/2018,11/30/2018,11,2018,-0.121,-1.116,-0.11,0.853333333,Warm Phase/El Nino
12/1/2018,12/31/2018,12,2018,-0.06,0.11,0.61,0.82,Warm Phase/El Nino
