SC_CLIM_DIV,START_DATE,END_DATE,MONTH,YEAR,    PCP,   TAVG,   TMIN,   TMAX,   PDSI,   PHDI,   ZNDX,   PMDI,   SP01,   SP02,   SP03,   SP06,   SP09,   SP12,   SP24
4,3/1/2003,3/31/2003,3,2003,6.82,57.3,46.5,68.1,1.47,-0.58,2.2,1.45,1.62,1.16,0.41,0.99,0.99,0.41,-1.34
4,4/1/2003,4/30/2003,4,2003,5.41,61.1,50,72.2,2.19,2.19,2.61,2.19,1.37,2.1,1.56,1.17,1.46,0.91,-0.79
4,5/1/2003,5/31/2003,5,2003,4.43,70.2,60,80.5,2.37,2.37,1.22,2.37,0.63,1.32,2.02,1.08,1.28,1.04,-0.58
4,6/1/2003,6/30/2003,6,2003,6.81,76.7,66.1,87.2,3,3,2.61,3,1.04,1.18,1.63,1.33,1.55,1.48,-0.39
4,7/1/2003,7/31/2003,7,2003,7.9,79.7,70.7,88.7,3.52,3.52,2.5,3.52,1.03,1.31,1.43,1.94,1.66,1.83,-0.07
4,8/1/2003,8/31/2003,8,2003,3.44,80.2,71.4,89,-0.51,2.65,-1.53,1.98,-1.01,0.04,0.63,1.8,1.18,1.4,-0.08
4,9/1/2003,9/30/2003,9,2003,2.92,72.8,62.5,83.1,-0.82,2.01,-1.09,0.88,-0.48,-1.28,-0.38,0.71,0.76,1.12,-0.14
4,10/1/2003,10/31/2003,10,2003,4.86,63.2,51.6,74.7,-0.19,2.35,1.64,1.82,0.9,0.21,-0.41,0.63,1.28,1.17,0.25
4,11/1/2003,11/30/2003,11,2003,1.18,59.2,46,72.4,-0.73,1.55,-1.68,0.36,-0.9,0.33,-0.22,0.2,1.18,0.83,0.23
4,12/1/2003,12/31/2003,12,2003,2.78,43.2,30.4,56,-0.74,1.31,-0.24,0.05,-0.23,-0.8,0.09,-0.29,0.59,0.67,0.33
4,1/1/2004,1/31/2004,1,2004,1.65,42.6,30.8,54.4,-1.14,0.69,-1.45,-1,-1.07,-0.86,-1.19,-1.12,-0.07,0.69,0.15
4,2/1/2004,2/29/2004,2,2004,5.17,44.4,34.3,54.5,-0.44,1.21,1.75,0.14,0.87,-0.03,-0.18,-0.25,0.05,0.93,0.5
4,3/1/2004,3/31/2004,3,2004,0.74,57,43.4,70.5,-1.49,-1.49,-3.29,-1.49,-2.55,-0.55,-1.02,-0.59,-0.82,0.07,0.27
4,4/1/2004,4/30/2004,4,2004,2.3,63.1,49.5,76.8,-1.71,-1.71,-1.13,-1.71,-0.47,-1.82,-0.73,-1.37,-1.39,-0.42,0.36
4,5/1/2004,5/31/2004,5,2004,3.04,74.6,62.9,86.3,-2.06,-2.06,-1.56,-2.06,-0.25,-0.54,-1.73,-1.16,-1.06,-0.61,0.33
4,6/1/2004,6/30/2004,6,2004,4.95,78.9,69.7,88.1,-2,-2,-0.46,-2,0.14,-0.11,-0.38,-1.02,-0.74,-0.9,0.5
4,7/1/2004,7/31/2004,7,2004,6.35,80.6,70.6,90.6,-1.86,-1.86,-0.2,-1.86,0.42,0.3,0.05,-0.44,-1.06,-1.17,0.7
4,8/1/2004,8/31/2004,8,2004,11.27,77,68.1,86,1.76,1.76,5.27,1.76,2.34,2.1,1.72,0.5,0.31,0.14,0.99
4,9/1/2004,9/30/2004,9,2004,6.6,74,65.8,82.3,2.4,2.4,2.46,2.4,0.86,1.98,1.9,1.35,0.64,0.55,1.12
4,10/1/2004,10/31/2004,10,2004,1.86,66.2,56.6,75.9,-0.15,2,-0.46,1.73,-0.33,0.39,1.5,1.25,0.74,0.22,0.89
4,11/1/2004,11/30/2004,11,2004,2.79,57.2,45.8,68.6,-0.08,1.85,0.17,1.6,0.34,-0.18,0.38,1.37,0.58,0.39,0.77
4,12/1/2004,12/31/2004,12,2004,1.81,45.8,33.3,58.4,-0.39,1.34,-0.95,0.62,-0.96,-0.47,-0.68,1.15,0.77,0.24,0.59
4,1/1/2005,1/31/2005,1,2005,1.85,47.5,36.1,58.8,-0.86,0.69,-1.55,-0.7,-0.89,-1.22,-0.87,0.76,0.67,0.27,0.59
4,2/1/2005,2/28/2005,2,2005,3.01,48.3,37.3,59.3,-0.97,-0.97,-0.57,-0.97,-0.35,-0.86,-1.14,-0.39,0.66,-0.05,0.54
4,3/1/2005,3/31/2005,3,2005,3.71,52.3,40.2,64.4,-0.91,-0.91,-0.13,-0.91,0.1,-0.21,-0.66,-0.93,0.66,0.39,0.26
4,4/1/2005,4/30/2005,4,2005,1.92,60.8,47.5,74.1,-1.14,-1.14,-0.98,-1.14,-0.76,-0.52,-0.57,-1.03,0.39,0.32,-0.03
4,5/1/2005,5/31/2005,5,2005,3.53,67.3,55.2,79.3,0.19,-0.84,0.56,-0.37,0.08,-0.48,-0.43,-1.12,-0.59,0.39,-0.13
4,6/1/2005,6/30/2005,6,2005,5.94,76.7,67.5,86,0.73,0.73,1.69,0.73,0.64,0.51,0.03,-0.5,-0.78,0.55,-0.18
4,7/1/2005,7/31/2005,7,2005,5.67,82.5,73,92,0.66,0.66,0.03,0.66,0.1,0.4,0.29,-0.17,-0.63,0.46,-0.41
4,8/1/2005,8/31/2005,8,2005,5.5,80.8,71.8,89.8,-0.04,-0.04,-0.13,0.55,0.08,-0.02,0.34,-0.06,-0.7,-0.34,-0.18
4,9/1/2005,9/30/2005,9,2005,1.69,77.8,66.9,88.7,-0.93,-0.93,-2.66,-0.93,-1.53,-0.91,-0.84,-0.65,-0.94,-1.14,-0.32
4,10/1/2005,10/31/2005,10,2005,6.06,65.3,54.4,76.1,0.73,0.73,2.2,0.73,1.24,0.2,0.15,0.27,-0.08,-0.46,-0.19
4,11/1/2005,11/30/2005,11,2005,4.21,56.2,43.1,69.3,1.24,1.24,1.75,1.24,1.06,1.46,0.55,0.57,0.3,-0.3,0.06
4,12/1/2005,12/31/2005,12,2005,3.57,44.8,33,56.7,1.41,1.41,0.87,1.41,0.26,0.83,1.31,0.46,0.33,-0.04,0.06
4,1/1/2006,1/31/2006,1,2006,3.03,50.9,39,62.7,-0.2,1.06,-0.61,0.63,-0.04,0.05,0.56,0.39,0.47,0.14,0.18
4,2/1/2006,2/28/2006,2,2006,3.03,46.3,34.8,57.8,-0.32,0.81,-0.42,0.09,-0.34,-0.35,-0.17,0.34,0.38,0.15,-0.02
4,3/1/2006,3/31/2006,3,2006,1.25,54.2,41.7,66.7,-1.14,-1.14,-2.54,-1.14,-1.87,-1.31,-1.12,0.4,-0.19,-0.21,0.07
4,4/1/2006,4/30/2006,4,2006,2.93,66,51.7,80.2,-1.24,-1.24,-0.67,-1.24,-0.03,-1.22,-1.14,-0.3,-0.18,-0.08,0.18
4,5/1/2006,5/31/2006,5,2006,3.87,68.6,56.1,81,0.26,-0.86,0.77,-0.3,0.29,0.15,-0.87,-0.67,-0.13,-0.02,0.25
4,6/1/2006,6/30/2006,6,2006,7.82,76.5,65.7,87.3,1.42,1.42,3.58,1.42,1.47,1.33,1.07,-0.04,0.79,0.27,0.52
4,7/1/2006,7/31/2006,7,2006,3.21,80.6,69.8,91.5,-0.59,0.69,-1.76,-0.35,-1.72,0.21,0.22,-0.54,-0.12,-0.06,0.27
4,8/1/2006,8/31/2006,8,2006,4.86,81.3,71.3,91.2,-0.94,-0.94,-1.26,-0.94,-0.23,-1.24,-0.02,-0.64,-0.57,-0.12,-0.36
4,9/1/2006,9/30/2006,9,2006,5.52,72.7,62.5,82.8,0.24,0.24,0.72,-0.61,0.56,0.2,-0.59,0.19,-0.46,0.35,-0.49
4,10/1/2006,10/31/2006,10,2006,3.11,61.7,49.2,74.2,0.38,0.38,0.48,-0.38,0.28,0.44,0.21,0.27,-0.33,0.01,-0.35
4,11/1/2006,11/30/2006,11,2006,6.12,55.2,42.6,67.7,1.57,1.57,3.71,1.57,1.81,1.22,1.14,0.85,0.38,0.22,-0.06
4,12/1/2006,12/31/2006,12,2006,3.96,51.8,38.8,64.6,1.67,1.67,0.78,1.67,0.48,1.56,1.17,0.47,0.84,0.26,0.08
4,1/1/2007,1/31/2007,1,2007,3.05,49.2,37.7,60.6,-0.15,1.35,-0.46,1.04,-0.02,0.2,1.19,0.83,0.83,0.27,0.18
4,2/1/2007,2/28/2007,2,2007,2.3,45.1,32.6,57.7,-0.49,0.85,-1.06,-0.04,-0.77,-0.65,-0.27,0.76,0.58,0.17,0.13
4,3/1/2007,3/31/2007,3,2007,1.81,58.1,44.1,72.1,-1.25,-1.25,-2.44,-1.25,-1.29,-1.39,-1.18,0.25,-0.2,0.25,-0.03
4,4/1/2007,4/30/2007,4,2007,3.22,60.8,46.8,74.9,-1,-1,0.37,-0.69,0.15,-0.8,-1.09,0.24,0.26,0.28,0.15
4,5/1/2007,5/31/2007,5,2007,2.1,69,55.6,82.4,-1.3,-1.3,-1.21,-1.3,-0.96,-0.55,-1.26,-0.97,0.12,0.02,0
4,6/1/2007,6/30/2007,6,2007,5.14,77.1,66.2,88,-1,-1,0.5,-0.62,0.24,-0.45,-0.32,-1.07,0,-0.34,-0.04
4,7/1/2007,7/31/2007,7,2007,3.88,78.9,68.2,89.6,-1.37,-1.37,-1.43,-1.37,-1.03,-0.52,-0.97,-1.45,-0.36,-0.23,-0.21
4,8/1/2007,8/31/2007,8,2007,3.68,84.1,72.6,95.6,-2.19,-2.19,-2.89,-2.19,-0.87,-1.46,-1.08,-1.77,-1.58,-0.4,-0.39
4,9/1/2007,9/30/2007,9,2007,1.65,75.9,64.4,87.3,-3.05,-3.05,-3.23,-3.05,-1.59,-1.81,-2.52,-1.76,-2.07,-1.02,-0.4
4,10/1/2007,10/31/2007,10,2007,4.17,69.4,58.1,80.7,-2.81,-2.81,-0.23,-2.81,0.67,-0.43,-0.98,-1.54,-2,-0.91,-0.62
4,11/1/2007,11/30/2007,11,2007,0.28,54.3,40.5,68.1,-3.52,-3.52,-3.01,-3.52,-2.52,-0.26,-1.18,-1.76,-2.49,-2.11,-1.09
4,12/1/2007,12/31/2007,12,2007,4.22,52.9,40.8,65,-3.44,-3.44,-0.83,-3.44,0.63,-0.52,0.05,-1.8,-1.53,-2.01,-1.17
4,1/1/2008,1/31/2008,1,2008,2.83,44.6,33.8,55.5,-3.4,-3.4,-0.94,-3.4,-0.16,0.22,-0.55,-1.12,-1.62,-2.01,-1.11
4,2/1/2008,2/29/2008,2,2008,4.07,51.4,38.6,64.3,-2.98,-2.98,0.2,-2.84,0.26,0,0.29,-0.55,-1.19,-1.65,-0.97
4,3/1/2008,3/31/2008,3,2008,3.1,54.9,41.8,68,-2.99,-2.99,-0.93,-2.99,-0.29,-0.02,-0.17,-0.09,-1.42,-1.37,-0.75
4,4/1/2008,4/30/2008,4,2008,3.58,62.7,50.9,74.4,-2.51,-2.51,0.5,-2.25,0.38,-0.05,0.16,-0.29,-0.86,-1.3,-0.63
4,5/1/2008,5/31/2008,5,2008,3.37,68.7,55.9,81.5,-2.16,-2.16,0.28,-1.72,-0.03,0.22,-0.09,0.13,-0.55,-1.05,-0.68
4,6/1/2008,6/30/2008,6,2008,3.19,80.3,68.3,92.2,-2.52,-2.52,-1.74,-2.52,-0.89,-0.78,-0.44,-0.46,-0.34,-1.42,-1.17
4,7/1/2008,7/31/2008,7,2008,6.38,79.6,69,90.2,0.05,-2.21,0.14,-2.09,0.43,-0.31,-0.38,-0.19,-0.47,-0.97,-0.84
4,8/1/2008,8/31/2008,8,2008,7.53,78.9,69.3,88.5,0.58,-1.45,1.61,-0.58,0.98,0.93,0.33,0.15,0.31,-0.31,-0.53
4,9/1/2008,9/30/2008,9,2008,7.61,74,65,83.1,1.46,1.46,2.84,1.46,1.11,1.41,1.39,0.85,0.57,0.47,-0.3
4,10/1/2008,10/31/2008,10,2008,3.35,61.6,49.1,74.2,1.72,1.72,1.21,1.72,0.38,0.99,1.28,0.82,0.73,0.44,-0.27
4,11/1/2008,11/30/2008,11,2008,3.98,50.9,38.8,63.1,2.28,2.28,2.22,2.28,0.95,0.72,1.17,1.09,0.93,0.9,-0.54
4,12/1/2008,12/31/2008,12,2008,2.06,52,40.9,63,-0.38,1.66,-1.15,1.09,-0.76,0.18,0.25,1.19,0.79,0.59,-0.9
4,1/1/2009,1/31/2009,1,2009,1.81,44.4,33.8,55,-0.81,1.03,-1.39,-0.19,-0.92,-1.12,-0.37,0.78,0.48,0.45,-0.98
4,2/1/2009,2/28/2009,2,2009,1.43,46.7,34,59.5,-1.39,-1.39,-2,-1.39,-1.3,-1.6,-1.62,0.09,0.16,0.08,-1.03
4,3/1/2009,3/31/2009,3,2009,4.51,53.9,43.2,64.7,-1.1,-1.1,0.45,-0.76,0.55,-0.54,-0.95,-0.42,0.57,0.29,-0.73
4,4/1/2009,4/30/2009,4,2009,2.27,62.2,49.3,75.1,-1.25,-1.25,-0.8,-1.25,-0.49,0,-0.73,-0.77,0.35,0.08,-0.78
4,5/1/2009,5/31/2009,5,2009,5.86,71.2,61.2,81.2,0.86,0.86,2.59,0.86,1.41,0.7,0.8,-0.61,0.39,0.43,-0.38
4,6/1/2009,6/30/2009,6,2009,4.78,79,68.4,89.6,0.86,0.86,0.26,0.86,0.05,0.96,0.54,-0.33,-0.12,0.67,-0.38
4,7/1/2009,7/31/2009,7,2009,4.85,79.2,68.5,89.9,-0.13,-0.13,-0.38,0.65,-0.34,-0.28,0.4,-0.18,-0.37,0.47,-0.28
4,8/1/2009,8/31/2009,8,2009,4.16,80.5,71,90,-0.63,-0.63,-1.56,-0.63,-0.6,-0.85,-0.7,-0.02,-0.96,0.06,-0.22
4,9/1/2009,9/30/2009,9,2009,1.54,73.7,63.2,84.3,-1.46,-1.46,-2.69,-1.46,-1.78,-1.6,-1.78,-0.83,-1.23,-0.93,-0.24
4,10/1/2009,10/31/2009,10,2009,3.46,62.8,52.1,73.4,0.02,-1.29,0.06,-1.18,0.42,-0.76,-1.11,-0.51,-0.86,-0.99,-0.31
4,11/1/2009,11/30/2009,11,2009,4.58,56.2,45.8,66.6,0.53,-0.65,1.53,0.37,1.22,0.92,-0.04,-0.58,-0.1,-0.9,0.07
4,12/1/2009,12/31/2009,12,2009,6.84,45.9,35.8,55.9,1.79,1.79,3.95,1.79,1.84,1.94,1.52,0.21,0.37,-0.13,0.27
4,1/1/2010,1/31/2010,1,2010,3.85,41.1,29.8,52.4,1.89,1.89,0.85,1.89,0.44,1.49,1.73,0.46,0.58,0.18,0.35
4,2/1/2010,2/28/2010,2,2010,3.44,41.7,31.3,52,1.77,1.77,0.22,1.77,-0.1,0.16,1.17,0.7,0.18,0.48,0.3
4,3/1/2010,3/31/2010,3,2010,3.16,52.8,40.5,65,-0.22,1.37,-0.67,0.97,-0.25,-0.26,-0.03,1.11,0.13,0.28,0.33
4,4/1/2010,4/30/2010,4,2010,1.05,64.5,50.2,78.9,-0.99,-0.99,-2.38,-0.99,-1.51,-1.21,-0.96,0.73,-0.05,0.09,0.14
4,5/1/2010,5/31/2010,5,2010,3.04,73.4,62.3,84.5,-1.41,-1.41,-1.56,-1.41,-0.25,-1.24,-1.2,0.18,0.09,-0.32,0.09
4,6/1/2010,6/30/2010,6,2010,5.77,82.1,71.4,92.8,-1.42,-1.42,-0.46,-1.42,0.55,0.24,-0.55,-0.42,0.7,-0.14,0.35
4,7/1/2010,7/31/2010,7,2010,5.87,81.8,71.6,92.1,-1.55,-1.55,-0.83,-1.55,0.2,0.41,0.15,-0.49,0.67,0.02,0.33
4,8/1/2010,8/31/2010,8,2010,5.09,81.8,72.2,91.3,-1.86,-1.86,-1.39,-1.86,-0.12,-0.1,0.23,-0.63,0.29,0.22,0.12
4,9/1/2010,9/30/2010,9,2010,7.94,77.2,65.2,89.2,-1.01,-1.01,1.96,-0.01,1.19,0.92,0.83,0.29,0.17,0.95,0.14
4,10/1/2010,10/31/2010,10,2010,1.38,64.8,51.2,78.3,-1.28,-1.28,-1.12,-0.77,-0.65,0.61,0.43,0.4,-0.13,0.76,-0.06
4,11/1/2010,11/30/2010,11,2010,1.04,54.4,41.2,67.5,-1.75,-1.75,-1.8,-1.75,-1.06,-1.38,0.16,0.2,-0.42,0.24,-0.4
4,12/1/2010,12/31/2010,12,2010,1.81,38.1,27.1,49.2,-2.07,-2.07,-1.5,-2.07,-0.96,-1.49,-1.68,-0.28,-0.56,-0.55,-0.56
4,1/1/2011,1/31/2011,1,2011,1.39,40.6,29.2,51.9,-2.49,-2.49,-1.89,-2.49,-1.32,-1.45,-1.77,-0.69,-0.54,-0.94,-0.59
4,2/1/2011,2/28/2011,2,2011,3.73,50.8,38.8,62.7,-2.25,-2.25,-0.05,-2.21,0.07,-0.75,-1.05,-0.54,-0.41,-0.9,-0.33
4,3/1/2011,3/31/2011,3,2011,3.8,55.5,42.9,68.1,-2.14,-2.14,-0.36,-2.14,0.15,0.12,-0.53,-1.45,-0.55,-0.76,-0.36
4,4/1/2011,4/30/2011,4,2011,3.35,65,52.6,77.4,-1.93,-1.93,-0.06,-1.89,0.24,0.16,0.2,-1.02,-0.49,-0.42,-0.19
4,5/1/2011,5/31/2011,5,2011,3.66,71.5,60.1,82.8,-1.69,-1.69,0.13,-1.52,0.16,0.24,0.18,-0.66,-0.4,-0.31,-0.42
4,6/1/2011,6/30/2011,6,2011,1.61,81.4,69.6,93.1,-2.71,-2.71,-3.58,-2.71,-2.08,-1.47,-1.08,-1.1,-1.77,-0.95,-0.71
4,7/1/2011,7/31/2011,7,2011,4.28,82.7,71.8,93.6,-3.39,-3.39,-2.87,-3.39,-0.72,-2.03,-1.5,-0.94,-1.88,-1.23,-0.81
4,8/1/2011,8/31/2011,8,2011,6.23,81.1,70.4,91.9,-3.27,-3.27,-0.7,-3.27,0.42,-0.27,-1.3,-0.9,-1.4,-1.14,-0.57
4,9/1/2011,9/30/2011,9,2011,3.8,74.4,64.4,84.4,-3.4,-3.4,-1.4,-3.4,-0.05,0.1,-0.36,-0.95,-1.12,-1.7,-0.32
4,10/1/2011,10/31/2011,10,2011,2.17,61.6,48.7,74.4,-3.44,-3.44,-1.16,-3.44,-0.16,-0.38,-0.12,-1.22,-0.91,-1.94,-0.46
4,11/1/2011,11/30/2011,11,2011,3.06,56.1,42.4,69.7,-3.27,-3.27,-0.55,-3.27,0.49,0.04,-0.2,-1.12,-0.91,-1.35,-0.66
4,12/1/2011,12/31/2011,12,2011,0.87,51.5,38.8,64.2,-4.12,-4.12,-3.57,-4.12,-1.89,-0.82,-0.82,-0.98,-1.37,-1.52,-1.49
4,1/1/2012,1/31/2012,1,2012,1.57,48.6,35.9,61.3,-4.67,-4.67,-2.91,-4.67,-1.14,-1.84,-1.24,-0.91,-1.78,-1.45,-1.62
4,2/1/2012,2/29/2012,2,2012,2.42,50.8,38.8,62.7,-5.03,-5.03,-2.54,-5.03,-0.7,-1.25,-1.78,-1.46,-2.02,-1.69,-1.67
4,3/1/2012,3/31/2012,3,2012,3.76,63.2,50.9,75.5,-5.13,-5.13,-1.83,-5.13,0.13,-0.43,-0.95,-1.25,-1.36,-1.65,-1.64
4,4/1/2012,4/30/2012,4,2012,3.23,63.8,51.5,76.1,-0.03,-4.62,-0.08,-4.6,0.16,0.09,-0.29,-1.07,-0.95,-1.65,-1.41
4,5/1/2012,5/31/2012,5,2012,7.14,72.8,62.2,83.3,1.27,-2.87,3.82,-1.35,2.03,1.49,1.28,-0.36,-0.42,-1.03,-0.9
4,6/1/2012,6/30/2012,6,2012,3.51,74.6,63.2,86,1.05,-2.67,-0.28,-1.26,-0.68,0.96,0.85,-0.11,-0.54,-0.72,-1.14
4,7/1/2012,7/31/2012,7,2012,5.68,83.4,72.8,94,0.76,-2.58,-0.54,-1.35,0.11,-0.45,0.64,0.25,-0.43,-0.48,-1.23
4,8/1/2012,8/31/2012,8,2012,8.26,78.3,69.9,86.8,1.54,-1.45,2.59,0.64,1.27,0.94,0.43,1.14,-0.01,-0.13,-0.84
4,9/1/2012,9/30/2012,9,2012,3.33,73.9,63.5,84.3,1.27,-1.41,-0.34,0.47,-0.27,0.55,0.45,0.75,0.12,-0.26,-1.46
4,10/1/2012,10/31/2012,10,2012,1.89,63.9,53,74.7,0.97,-1.44,-0.51,0.2,-0.32,-0.67,0.21,0.53,0.28,-0.25,-1.38
4,11/1/2012,11/30/2012,11,2012,1.94,50.2,37.6,62.7,0.78,-1.38,-0.27,0.11,-0.22,-0.54,-0.78,-0.31,0.39,-0.51,-1.21
4,12/1/2012,12/31/2012,12,2012,3.91,52.2,41.7,62.8,0.87,-1.07,0.5,0.48,0.46,0.1,-0.24,0.13,0.46,-0.04,-1.12
4,1/1/2013,1/31/2013,1,2013,1.39,50.1,38.4,61.8,0.04,-1.7,-2.21,-0.74,-1.32,-0.48,-0.58,-0.24,0.12,-0.06,-1.06
4,2/1/2013,2/28/2013,2,2013,5.23,47,35.8,58.2,0.59,-0.97,1.67,0.33,0.91,-0.12,0.11,-0.44,-0.21,0.36,-0.86
4,3/1/2013,3/31/2013,3,2013,2.61,48.5,36.2,60.8,0.26,-1.13,-0.8,-0.08,-0.63,0.24,-0.43,-0.46,-0.15,0.19,-0.97
4,4/1/2013,4/30/2013,4,2013,4.96,62.3,50.4,74.2,0.9,0.9,1.99,0.9,1.15,0.33,0.77,0.15,0.19,0.42,-0.74
4,5/1/2013,5/31/2013,5,2013,3.56,68.3,57.2,79.4,0.99,0.99,0.55,0.99,0.1,0.85,0.29,0.24,-0.27,-0.09,-0.75
4,6/1/2013,6/30/2013,6,2013,8.52,77.5,68.1,86.9,2.26,2.26,4.11,2.26,1.75,1.47,1.74,0.88,0.52,0.63,-0.01
4,7/1/2013,7/31/2013,7,2013,9.02,79.5,71.2,87.8,3.19,3.19,3.49,3.19,1.4,2.01,1.96,1.76,1.21,1.05,0.44
4,8/1/2013,8/31/2013,8,2013,5.95,77.7,69,86.4,3.27,3.27,1.23,3.27,0.3,1.28,1.92,1.76,1.39,0.84,0.44
4,9/1/2013,9/30/2013,9,2013,1.36,73.6,62.7,84.5,-0.63,2.31,-1.88,1.49,-2.23,-0.86,0.21,1.15,0.73,0.48,0.2
4,10/1/2013,10/31/2013,10,2013,1.72,64.4,53.6,75.2,-0.91,1.72,-1.05,0.46,-0.42,-1.86,-1.16,0.59,0.84,0.53,0.15
4,11/1/2013,11/30/2013,11,2013,3.41,52.4,39.5,65.3,0.26,1.81,0.78,0.84,0.68,0.01,-1.03,0.74,0.78,0.69,0.14
4,12/1/2013,12/31/2013,12,2013,3.78,50.7,39,62.4,0.39,1.78,0.48,0.97,0.38,0.63,0.12,0.17,0.97,0.66,0.38
4,1/1/2014,1/31/2014,1,2014,2.9,40.8,28.7,52.9,0.32,1.57,-0.09,0.71,-0.12,0.08,0.34,-0.58,0.63,0.85,0.48
4,2/1/2014,2/28/2014,2,2014,3.43,47.9,36.8,59,0.24,1.36,-0.14,0.45,-0.1,-0.24,-0.02,-0.7,0.6,0.64,0.6
4,3/1/2014,3/31/2014,3,2014,4.79,49.5,37.1,62,0.58,1.58,1.1,0.99,0.7,0.38,0.18,0.18,0.21,0.92,0.72
4,4/1/2014,4/30/2014,4,2014,3.89,64,51.3,76.8,0.74,1.64,0.64,1.16,0.56,0.79,0.58,0.59,-0.19,0.77,0.78
4,5/1/2014,5/31/2014,5,2014,4.76,72.4,60.2,84.6,1.07,1.87,1.21,1.74,0.82,0.89,1.06,0.65,-0.07,0.91,0.56
4,6/1/2014,6/30/2014,6,2014,3.58,78.9,68.2,89.6,-0.3,1.38,-0.89,0.79,-0.64,0.05,0.32,0.27,0.24,0.27,0.57
4,7/1/2014,7/31/2014,7,2014,5.23,79.6,69.9,89.3,-0.42,1.09,-0.45,0.26,-0.12,-0.6,-0.18,0.24,0.38,-0.27,0.56
4,8/1/2014,8/31/2014,8,2014,4.59,78.6,68.9,88.3,-0.66,0.69,-0.86,-0.5,-0.37,-0.53,-0.83,0.08,0.08,-0.48,0.25
4,9/1/2014,9/30/2014,9,2014,6.11,74.6,66.8,82.4,-0.24,0.97,1.06,0.22,0.73,0.3,0.1,0.18,0.18,0.19,0.49
4,10/1/2014,10/31/2014,10,2014,1.34,65.6,52.3,78.9,-0.66,-0.66,-1.32,-0.66,-0.68,0.11,-0.17,-0.29,0.03,0.21,0.43
4,11/1/2014,11/30/2014,11,2014,3.8,50,37.7,62.2,0.45,0.45,1.36,0.45,0.87,0.01,0.38,-0.3,0.28,0.2,0.56
4,12/1/2014,12/31/2014,12,2014,3.92,49.5,38.4,60.4,0.69,0.69,0.86,0.69,0.46,0.81,0.16,0.12,0.19,0.21,0.56
4,1/1/2015,1/31/2015,1,2015,4,44.2,32.9,55.4,0.9,0.9,0.84,0.9,0.52,0.54,0.81,0.34,0.16,0.37,0.79
4,2/1/2015,2/28/2015,2,2015,4.02,40.8,29.6,51.9,1.09,1.09,0.83,1.09,0.23,0.44,0.54,0.62,0.03,0.47,0.68
4,3/1/2015,3/31/2015,3,2015,3.22,56.5,45.2,67.8,-0.33,0.64,-0.99,-0.13,-0.21,0,0.22,0.24,0.19,0.24,0.75
4,4/1/2015,4/30/2015,4,2015,3.32,64.7,53.6,75.8,-0.31,0.56,-0.05,-0.29,0.22,-0.11,0.1,0.61,0.31,0.14,0.61
4,5/1/2015,5/31/2015,5,2015,2.22,71.5,59.8,83.2,-0.78,-0.78,-1.49,-0.78,-0.86,-0.44,-0.58,0.03,0.24,-0.23,0.47
4,6/1/2015,6/30/2015,6,2015,3.63,81.1,70.1,92.1,-1.37,-1.37,-2.02,-1.37,-0.61,-1.15,-0.83,-0.39,-0.22,-0.19,0.05
4,7/1/2015,7/31/2015,7,2015,3.43,82.5,71.6,93.4,-2.3,-2.3,-3.21,-2.3,-1.46,-1.39,-1.59,-1.09,-0.37,-0.45,-0.51
4,8/1/2015,8/31/2015,8,2015,5.96,79.7,69.6,89.8,-2.22,-2.22,-0.49,-2.22,0.3,-0.7,-0.97,-1.21,-0.54,-0.21,-0.51
4,9/1/2015,9/30/2015,9,2015,3.72,75.5,66.4,84.6,-2.51,-2.51,-1.54,-2.51,-0.09,-0.01,-0.75,-1.11,-0.81,-0.62,-0.25
4,10/1/2015,10/31/2015,10,2015,14.08,64.1,53.4,74.8,3.03,3.03,9.1,3.03,2.83,2.23,2.15,1.09,0.93,1.14,0.86
4,11/1/2015,11/30/2015,11,2015,6.18,58.8,48.7,68.9,3.98,3.98,3.78,3.98,1.83,3.09,2.65,1.86,1.47,1.46,1.08
4,12/1/2015,12/31/2015,12,2015,5.43,59.7,49.8,69.6,4.07,4.07,1.5,4.07,1.23,1.99,3.09,2.3,1.74,1.64,1.36
4,1/1/2016,1/31/2016,1,2016,2.71,43.1,32.8,53.4,3.52,3.52,-0.4,3.31,-0.24,0.62,1.5,2.43,1.66,1.47,1.31
4,2/1/2016,2/29/2016,2,2016,6.04,48.4,37.7,59.2,3.94,3.94,2.34,3.94,1.34,0.72,1.18,2.58,2.16,1.79,1.58
4,3/1/2016,3/31/2016,3,2016,1.91,61,48.6,73.5,2.63,2.63,-2.69,1.53,-1.2,0.28,0.04,2.61,2.01,1.59,1.25
4,4/1/2016,4/30/2016,4,2016,3.12,62.8,50.2,75.5,2.34,2.34,-0.07,1.19,0.09,-0.8,0.26,1.19,2.24,1.6,1.13
4,5/1/2016,5/31/2016,5,2016,4.91,70.4,59.8,80.9,2.67,2.67,1.73,2.14,0.9,0.66,-0.13,0.77,2.38,1.87,1.13
4,6/1/2016,6/30/2016,6,2016,5.37,79.7,69.2,90.3,2.64,2.64,0.72,2.31,0.36,0.82,0.7,0.42,2.6,2,1.24
4,7/1/2016,7/31/2016,7,2016,5.18,83.6,73.1,94,2.1,2.1,-0.8,1.42,-0.15,0.05,0.39,0.41,1.16,2.13,1.26
