SC_CLIM_DIV,START_DATE,END_DATE,MONTH,YEAR,    PCP,   TAVG,   TMIN,   TMAX,   PDSI,   PHDI,   ZNDX,   PMDI,   SP01,   SP02,   SP03,   SP06,   SP09,   SP12,   SP24
4,8/1/2016,8/31/2016,8,2016,3.43,82.2,72.6,91.7,1.02,1.02,-2.58,-0.6,-1.01,-1.02,-0.63,-0.64,0.28,1.89,1.19
4,9/1/2016,9/30/2016,9,2016,9.84,77.2,68.2,86.1,2.1,2.1,3.56,1.68,1.59,0.98,0.73,0.88,0.71,2.51,1.44
4,10/1/2016,10/31/2016,10,2016,7.92,66.9,54.7,79.1,3.49,3.49,4.8,3.49,1.69,2.23,1.75,1.65,1.48,1.82,1.87
4,11/1/2016,11/30/2016,11,2016,1.11,55.4,42.1,68.8,-0.39,2.73,-1.18,2.21,-0.98,1.17,1.88,1.22,1.04,1.37,1.78
4,12/1/2016,12/31/2016,12,2016,4,49.4,38.7,60,-0.04,2.77,0.96,2.57,0.51,-0.22,1.14,1.28,1.33,1.18,2.08
4,1/1/2017,1/31/2017,1,2017,3.1,51.5,40.4,62.5,-0.23,2.29,-0.59,1.79,0.01,0.24,-0.25,1.26,1.31,1.23,1.99
4,2/1/2017,2/28/2017,2,2017,1.36,55.8,42.1,69.4,-1.13,1.12,-2.78,-0.48,-1.35,-1.04,-0.55,1.25,0.79,0.64,1.71
4,3/1/2017,3/31/2017,3,2017,1.94,55.1,41.4,68.8,-1.68,-1.68,-2,-1.68,-1.17,-1.82,-1.48,0.07,0.45,0.63,1.51
4,4/1/2017,4/30/2017,4,2017,5.67,67.3,55.8,78.8,0.67,-0.84,2.02,0.24,1.5,0.35,-0.44,-0.5,0.91,0.98,1.6
4,5/1/2017,5/31/2017,5,2017,4.26,72.2,60.5,83.9,0.83,0.83,0.68,0.83,0.53,1.35,0.55,-0.05,1.29,0.87,1.75
4,6/1/2017,6/30/2017,6,2017,4.37,77.1,67.2,87,0.78,0.78,0.11,0.78,-0.18,0.17,0.97,-0.33,0.48,0.75,1.72
4,7/1/2017,7/31/2017,7,2017,5.78,81.3,71.5,91,0.65,0.65,-0.17,0.65,0.16,-0.09,0.07,-0.25,-0.36,0.82,1.9
4,8/1/2017,8/31/2017,8,2017,6.08,79.7,70.8,88.6,0.73,0.73,0.46,0.73,0.35,0.23,0.08,0.37,0.01,1.2,1.9
4,9/1/2017,9/30/2017,9,2017,4.85,75,64.2,85.8,0.75,0.75,0.29,0.75,0.34,0.36,0.31,0.73,-0.13,0.49,1.96
4,10/1/2017,10/31/2017,10,2017,3.73,66.8,55.4,78.2,0.88,0.88,0.61,0.88,0.52,0.43,0.49,0.4,0.09,-0.02,1.25
4,11/1/2017,11/30/2017,11,2017,0.98,54.6,41.8,67.5,-0.51,-0.51,-1.54,-0.51,-1.13,-0.16,-0.05,-0.06,0.2,-0.11,0.85
4,12/1/2017,12/31/2017,12,2017,4.3,48,37.6,58.4,-0.16,-0.16,0.91,0.55,0.67,-0.14,0.15,0.27,0.63,-0.08,0.78
4,1/1/2018,1/31/2018,1,2018,2.7,40.5,27.6,53.4,-0.24,-0.24,-0.28,0.4,-0.25,0.2,-0.33,0.13,0.12,-0.13,0.74
4,2/1/2018,2/28/2018,2,2018,1.39,57.6,46.6,68.6,-1.19,-1.19,-2.93,-1.19,-1.33,-1.21,-0.57,-0.39,-0.38,-0.13,0.27
4,3/1/2018,3/31/2018,3,2018,2.71,51.4,39.5,63.4,-1.39,-1.39,-0.97,-1.39,-0.56,-1.4,-1.32,-0.73,-0.46,0,0.38
4,4/1/2018,4/30/2018,4,2018,4.74,60.2,47,73.4,0.68,-0.57,2.03,0.64,1.03,0.28,-0.49,-0.59,-0.15,-0.16,0.57
4,5/1/2018,5/31/2018,5,2018,5.61,74,63.4,84.6,1.23,1.23,1.88,1.23,1.28,1.49,0.94,0.2,0.09,0.05,0.61
4,6/1/2018,6/30/2018,6,2018,4.31,80.8,70.4,91.3,-0.2,0.91,-0.59,0.46,-0.21,0.69,1.08,-0.15,-0.05,0.07,0.53
4,7/1/2018,7/31/2018,7,2018,6.57,80.4,70.3,90.5,-0.02,0.97,0.47,0.73,0.52,0.16,0.69,0.17,-0.05,0.19,0.67
4,8/1/2018,8/31/2018,8,2018,3.48,80.7,71.1,90.4,-0.74,-0.74,-2.16,-0.74,-0.98,-0.44,-0.5,0.21,-0.13,-0.14,0.7
4,9/1/2018,9/30/2018,9,2018,11.56,80,70.7,89.4,1.54,1.54,4.63,1.54,1.91,1.39,1.41,1.65,0.8,0.7,0.82
4,10/1/2018,10/31/2018,10,2018,4.37,67.1,56.2,78,1.94,1.94,1.67,1.94,0.74,1.93,1.44,1.53,1.09,0.84,0.52
4,11/1/2018,11/30/2018,11,2018,5.32,53.2,43.3,63,2.88,2.88,3.43,2.88,1.52,1.33,2.25,1.65,1.87,1.38,0.85
4,12/1/2018,12/31/2018,12,2018,7.37,49.8,39.8,59.7,4.04,4.04,4.36,4.04,2.05,2.26,1.93,2.28,2.39,1.74,1.26
7,1/1/1990,1/31/1990,1,1990,3.64,53,40.4,65.6,2.11,2.11,0.16,2.11,0.32,0.62,0.42,1.16,1.04,0.8,-0.02
7,2/1/1990,2/28/1990,2,1990,2.65,57.2,45.8,68.7,-0.47,1.43,-1.4,0.73,-0.46,-0.2,0.21,0.99,1.03,0.94,0.01
7,3/1/1990,3/31/1990,3,1990,3.13,59.8,48.2,71.4,-0.77,0.93,-1.06,-0.28,-0.25,-0.53,-0.3,0.26,0.89,0.87,0.09
7,4/1/1990,4/30/1990,4,1990,1.36,63.3,50.1,76.6,-1.22,-1.22,-1.58,-1.22,-1.16,-0.92,-1.02,-0.3,0.55,0.48,-0.19
7,5/1/1990,5/31/1990,5,1990,2.37,72.2,59.7,84.7,-1.6,-1.6,-1.52,-1.6,-0.53,-1.18,-1.09,-0.51,0.37,0.46,-0.21
7,6/1/1990,6/30/1990,6,1990,2.96,78.9,67,90.9,-2.23,-2.23,-2.38,-2.23,-1.27,-1.4,-1.76,-1.33,-0.57,0.13,-0.21
7,7/1/1990,7/31/1990,7,1990,4.33,82.3,71.3,93.2,-2.77,-2.77,-2.29,-2.77,-0.86,-1.6,-1.61,-1.97,-1.21,-0.2,-0.02
7,8/1/1990,8/31/1990,8,1990,6.79,80.7,70.4,91,-2.58,-2.58,-0.29,-2.58,0.51,-0.2,-0.85,-1.58,-1,-0.08,-0.23
7,9/1/1990,9/30/1990,9,1990,0.67,76.2,64.1,88.4,-3.53,-3.53,-3.66,-3.53,-2.54,-1.05,-1.6,-2.17,-2.03,-1.26,-1.15
7,10/1/1990,10/31/1990,10,1990,11.27,68,56.6,79.4,2.34,-0.83,7.03,2.01,2.37,1.26,1.3,0.08,-0.51,-0.19,-0.13
7,11/1/1990,11/30/1990,11,1990,2.77,58.1,44.7,71.5,2.29,2.29,0.58,2.29,0.47,2.12,1.2,0.42,-0.27,-0.12,-0.1
7,12/1/1990,12/31/1990,12,1990,1.87,53.6,42.9,64.3,1.74,1.74,-0.94,1.26,-0.8,-0.27,1.7,0.61,-0.37,-0.53,0.08
7,1/1/1991,1/31/1991,1,1991,8.46,49.1,39.9,58.3,3.28,3.28,5.16,3.28,2.29,1.32,1.2,1.58,0.72,0.2,0.62
7,2/1/1991,2/28/1991,2,1991,1.13,52.9,40.5,65.3,2.12,2.12,-2.47,1.07,-1.5,1.01,0.42,1.1,0.54,0.01,0.62
7,3/1/1991,3/31/1991,3,1991,5.32,59,47.3,70.6,2.16,2.16,0.77,1.38,0.82,-0.27,1.15,1.79,1.04,0.31,0.78
7,4/1/1991,4/30/1991,4,1991,5.3,67,56.6,77.5,2.62,2.62,2.04,2.57,1.39,1.36,0.51,1.07,1.51,0.78,0.86
7,5/1/1991,5/31/1991,5,1991,5.79,75.1,65.5,84.7,2.85,2.85,1.5,2.85,1.16,1.7,1.65,1.38,1.65,1.16,1.11
7,6/1/1991,6/30/1991,6,1991,4.07,77.5,67.4,87.5,2.43,2.43,-0.37,2.22,-0.44,0.48,1.13,1.46,1.96,1.33,1
7,7/1/1991,7/31/1991,7,1991,8.1,81.6,72.1,91,2.7,2.7,1.57,2.7,0.99,0.41,0.9,0.91,1.3,1.73,1.14
7,8/1/1991,8/31/1991,8,1991,8.93,79.9,70.7,89.1,3.31,3.31,2.66,3.31,1.26,1.53,1.04,1.98,1.69,1.95,1.31
7,9/1/1991,9/30/1991,9,1991,1.49,75.2,64.6,85.9,2.38,2.38,-1.77,1.61,-1.51,0.07,0.62,1.11,1.5,1.95,0.79
7,10/1/1991,10/31/1991,10,1991,1.19,65.5,53.2,77.8,1.66,1.66,-1.44,0.29,-0.75,-1.8,-0.4,0.31,0.47,0.95,0.49
7,11/1/1991,11/30/1991,11,1991,1.52,53.3,40.9,65.7,1.25,1.25,-0.69,-0.36,-0.4,-0.88,-1.69,-0.28,0.76,0.82,0.4
7,12/1/1991,12/31/1991,12,1991,1.96,52.2,40.4,64.1,0.56,0.56,-1.71,-1.58,-0.73,-0.85,-1.15,-0.28,0.31,0.83,0.24
7,1/1/1992,1/31/1992,1,1992,5.45,47.8,36.9,58.6,1.16,1.16,1.98,-0.2,1.17,0.39,0.12,-0.24,0.28,0.42,0.37
7,2/1/1992,2/29/1992,2,1992,3,52.8,41.5,64.1,0.8,0.8,-0.71,-0.71,-0.25,0.6,0.12,-0.98,-0.14,0.68,0.43
7,3/1/1992,3/31/1992,3,1992,3.42,55.7,42.8,68.6,0.57,0.57,-0.44,-0.96,-0.09,-0.28,0.39,-0.38,0,0.42,0.47
7,4/1/1992,4/30/1992,4,1992,3.38,62,49.8,74.2,0.75,0.75,0.72,-0.49,0.34,0.11,-0.05,0.02,-0.28,0.14,0.65
7,5/1/1992,5/31/1992,5,1992,3.08,68.6,56.3,80.8,0.65,0.65,-0.08,-0.53,-0.09,0.01,-0.08,0.03,-0.85,-0.21,0.7
7,6/1/1992,6/30/1992,6,1992,8.2,75.9,66.5,85.3,1.66,1.66,3.25,0.97,1.37,0.98,0.97,0.82,0.12,0.35,1.12
7,7/1/1992,7/31/1992,7,1992,4.11,81.9,71.7,92,1.05,1.05,-1.33,-0.03,-1.03,0.45,0.19,0.03,0.1,-0.19,1.14
7,8/1/1992,8/31/1992,8,1992,9.09,78.7,69.8,87.6,1.79,1.79,2.56,1.29,1.31,0.5,1.1,0.81,0.68,-0.15,1.27
7,9/1/1992,9/30/1992,9,1992,4.29,74.7,65.4,84,1.74,1.74,0.38,1.29,0.09,0.99,0.34,0.8,0.82,0.22,1.55
7,10/1/1992,10/31/1992,10,1992,4.88,62.9,50.9,74.8,2.44,2.44,2.64,2.44,0.93,0.59,1.2,1.06,0.8,0.71,1.08
7,11/1/1992,11/30/1992,11,1992,6.21,57.9,47.8,68,3.63,3.63,4.32,3.63,1.98,1.6,1.33,1.7,1.49,1.3,1.46
7,12/1/1992,12/31/1992,12,1992,2.12,48.6,38.7,58.4,3.14,3.14,-0.34,2.95,-0.6,1.1,1.2,1.1,1.33,1.32,1.38
7,1/1/1993,1/31/1993,1,1993,7.34,51.5,41.7,61.3,4.12,4.12,3.89,4.12,1.9,1.06,1.77,1.87,1.76,1.52,1.26
7,2/1/1993,2/28/1993,2,1993,3.35,47.6,37.2,58,3.7,3.7,0.02,3.65,-0.05,1.39,0.79,1.39,1.72,1.54,1.44
7,3/1/1993,3/31/1993,3,1993,5.82,54,42.8,65.2,3.86,3.86,1.61,3.86,1.04,0.67,1.52,1.66,1.57,1.75,1.47
7,4/1/1993,4/30/1993,4,1993,2.76,60,46.9,73.1,3.57,3.57,0.33,3.57,-0.06,0.74,0.56,1.47,1.77,1.74,1.28
7,5/1/1993,5/31/1993,5,1993,1.87,71.2,59.2,83.1,-0.53,2.67,-1.6,1.98,-0.89,-0.77,0.1,0.59,1.19,1.54,0.97
7,6/1/1993,6/30/1993,6,1993,3.44,78.8,67.7,89.8,-1.05,1.82,-1.71,0.43,-0.87,-1.41,-1.27,0.45,1.01,1.04,0.93
7,7/1/1993,7/31/1993,7,1993,3.1,84.4,72.8,96,-2.08,-2.08,-3.41,-2.08,-2.18,-2.11,-2.04,-1.05,0.38,0.91,0.57
7,8/1/1993,8/31/1993,8,1993,4.01,80.6,69.8,91.5,-2.7,-2.7,-2.5,-2.7,-0.82,-2.23,-2.28,-1.56,-0.6,0.31,0.14
7,9/1/1993,9/30/1993,9,1993,4.97,76.6,66.4,86.8,-2.65,-2.65,-0.71,-2.65,0.35,-0.45,-1.48,-1.8,-0.37,0.37,0.41
7,10/1/1993,10/31/1993,10,1993,4.08,65.4,54.6,76.1,-2.13,-2.13,0.74,-1.76,0.68,0.56,0,-1.52,-0.91,0.3,0.62
7,11/1/1993,11/30/1993,11,1993,3.58,56.7,45.4,68,-1.52,-1.52,1.2,-0.59,0.9,0.87,0.76,-0.76,-0.65,-0.11,0.79
7,12/1/1993,12/31/1993,12,1993,2.37,46.5,35,58.1,-1.54,-1.54,-0.53,-0.8,-0.42,0.28,0.51,-0.54,-1.21,-0.08,0.85
7,1/1/1994,1/31/1994,1,1994,4.87,44.6,32.9,56.3,-0.74,-0.74,1.92,0.76,0.92,0.34,0.63,0.37,-0.77,-0.44,0.76
7,2/1/1994,2/28/1994,2,1994,1.74,51.8,40,63.5,-1.26,-1.26,-1.81,-0.47,-1.05,-0.08,-0.29,0.39,-0.76,-0.67,0.68
7,3/1/1994,3/31/1994,3,1994,4.5,59.6,46.6,72.6,-1.12,-1.12,0.05,-0.3,0.45,-0.35,0.18,0.44,-0.3,-0.84,0.78
7,4/1/1994,4/30/1994,4,1994,1.03,66.2,52.9,79.6,-1.78,-1.78,-2.35,-1.66,-1.47,-0.41,-0.97,-0.11,-0.15,-1.11,0.59
7,5/1/1994,5/31/1994,5,1994,1.92,69.6,57.4,81.8,-2.19,-2.19,-1.78,-2.19,-0.85,-1.55,-0.88,-0.76,-0.1,-1.06,0.48
7,6/1/1994,6/30/1994,6,1994,8.41,78.5,68.6,88.4,0.73,-1.24,2.19,-0.19,1.44,0.65,-0.13,0.04,0.31,-0.36,0.51
7,7/1/1994,7/31/1994,7,1994,6.79,80.1,70.8,89.3,0.95,-0.82,0.87,0.6,0.48,1.23,0.68,-0.13,0.26,0.16,0.78
7,8/1/1994,8/31/1994,8,1994,4.17,78,68.2,87.9,0.57,-1.01,-0.84,0.03,-0.72,-0.26,0.64,-0.14,-0.25,0.21,0.37
7,9/1/1994,9/30/1994,9,1994,5.48,73.4,63.3,83.5,0.84,-0.58,0.99,0.81,0.53,-0.2,0.04,-0.12,0.01,0.25,0.43
7,10/1/1994,10/31/1994,10,1994,11.22,64.1,54.2,74,3.54,3.54,8.34,3.54,2.36,2.22,1.71,1.78,1.07,1.14,0.95
7,11/1/1994,11/30/1994,11,1994,3.13,60.7,49.6,71.7,3.4,3.4,0.68,3.4,0.67,2.17,2.15,2.03,1.48,1.13,0.65
7,12/1/1994,12/31/1994,12,1994,5.1,52.1,43,61.3,3.81,3.81,2.29,3.81,1.09,1.07,2.28,1.81,1.57,1.46,0.95
7,1/1/1995,1/31/1995,1,1995,4.68,48,36.8,59.1,3.93,3.93,1.54,3.93,0.83,1.16,1.15,1.85,1.95,1.41,0.68
7,2/1/1995,2/28/1995,2,1995,4.13,48.3,37.3,59.3,3.77,3.77,0.72,3.77,0.37,0.73,1.09,2.1,2.1,1.66,0.77
7,3/1/1995,3/31/1995,3,1995,1.46,59,46.9,71.1,2.61,2.61,-2.31,1.65,-1.34,-0.6,-0.05,1.66,1.45,1.29,0.41
7,4/1/1995,4/30/1995,4,1995,1.29,66.3,53.6,79.1,1.59,1.59,-2.24,-0.25,-1.22,-2.05,-1.14,0.22,1.16,1.34,0.28
7,5/1/1995,5/31/1995,5,1995,2.07,73.9,61.6,86.2,0.65,0.65,-2.35,-1.97,-0.74,-1.35,-1.92,-0.28,1.18,1.3,0.29
7,6/1/1995,6/30/1995,6,1995,7.95,76.7,66.9,86.4,1.22,1.22,1.91,-0.58,1.29,0.54,-0.15,-0.14,1.4,1.29,0.69
7,7/1/1995,7/31/1995,7,1995,5.63,81.6,71.5,91.7,0.95,0.95,-0.41,-0.87,-0.06,0.81,0.26,-0.54,0.3,1.15,0.94
7,8/1/1995,8/31/1995,8,1995,11.42,80.5,71.7,89.2,2.18,2.18,3.97,1.47,1.98,1.54,1.84,0.51,0.98,1.94,1.43
7,9/1/1995,9/30/1995,9,1995,4.78,73.6,65.2,82,2.24,2.24,0.86,1.7,0.28,1.75,1.44,1,0.73,1.79,1.45
7,10/1/1995,10/31/1995,10,1995,4.1,68.3,57.9,78.7,2.5,2.5,1.45,2.37,0.69,0.51,1.6,1.45,0.7,1.1,1.5
7,11/1/1995,11/30/1995,11,1995,2.5,52.9,40.4,65.3,2.5,2.5,0.78,2.5,0.31,0.6,0.47,1.64,0.68,1.06,1.51
7,12/1/1995,12/31/1995,12,1995,1.93,46.3,34.4,58.1,-0.13,2.11,-0.38,1.88,-0.75,-0.36,0.14,1.04,0.82,0.65,1.37
7,1/1/1996,1/31/1996,1,1996,2.49,46.6,34.6,58.7,-0.29,1.72,-0.52,1.21,-0.34,-0.72,-0.5,0.91,0.92,0.35,1.14
7,2/1/1996,2/29/1996,2,1996,1.57,50.4,37.6,63.2,-0.89,0.92,-1.89,-0.43,-1.17,-1.07,-1.19,-0.39,0.83,0.03,1.15
7,3/1/1996,3/31/1996,3,1996,5.01,52.3,40.7,64,-0.43,1.19,1.1,0.31,0.69,-0.22,-0.41,-0.17,0.63,0.49,1.18
7,4/1/1996,4/30/1996,4,1996,2.88,62.7,49.7,75.7,-0.35,1.1,0.1,0.25,0.02,0.51,-0.15,-0.47,0.65,0.67,1.32
7,5/1/1996,5/31/1996,5,1996,1.61,73.8,61.6,85.9,-1.06,-1.06,-2.24,-1.06,-1.11,-0.83,-0.19,-0.97,-0.44,0.6,1.29
7,6/1/1996,6/30/1996,6,1996,3,77.8,66.7,88.8,-1.67,-1.67,-2.15,-1.67,-1.23,-1.76,-1.47,-1.23,-0.86,-0.03,0.88
7,7/1/1996,7/31/1996,7,1996,6.37,81.6,71.7,91.5,-1.66,-1.66,-0.5,-1.66,0.3,-0.58,-1.16,-1.02,-1.1,0.08,0.89
7,8/1/1996,8/31/1996,8,1996,5.16,78.2,68.8,87.4,-1.79,-1.79,-0.89,-1.79,-0.2,-0.05,-0.7,-0.79,-1.32,-0.85,0.95
7,9/1/1996,9/30/1996,9,1996,4.99,75,64.9,85.1,-1.68,-1.68,-0.22,-1.68,0.35,-0.03,0.06,-0.94,-1.01,-0.76,0.9
7,10/1/1996,10/31/1996,10,1996,4.01,64.5,52.7,76.2,-1.15,-1.15,1.06,-0.55,0.66,0.54,0.28,-0.62,-0.69,-0.83,0.24
7,11/1/1996,11/30/1996,11,1996,1.59,53.4,41,65.7,-1.2,-1.2,-0.5,-0.79,-0.34,0.31,0.28,-0.32,-0.46,-1.03,0.02
7,12/1/1996,12/31/1996,12,1996,2.62,51,38.5,63.4,-1.3,-1.3,-0.67,-1.13,-0.25,-0.47,0.05,0.05,-0.78,-0.94,-0.14
7,1/1/1997,1/31/1997,1,1997,3.81,49,38,60,-0.97,-0.97,0.6,-0.42,0.41,0.05,-0.15,0.07,-0.61,-0.69,-0.24
7,2/1/1997,2/28/1997,2,1997,3.91,53.4,42,64.8,-0.82,-0.82,0.14,-0.16,0.26,0.34,0.1,0.27,-0.18,-0.3,-0.23
7,3/1/1997,3/31/1997,3,1997,2.18,63.3,51,75.7,-1.47,-1.47,-2.19,-1.47,-0.83,-0.41,-0.16,-0.08,-0.07,-0.71,-0.14
7,4/1/1997,4/30/1997,4,1997,5.11,61.5,48.5,74.4,0.84,0.84,2.52,0.84,1.3,0.3,0.36,0.11,0.18,-0.4,0.22
7,5/1/1997,5/31/1997,5,1997,2.57,68.2,55.9,80.6,0.58,0.58,-0.51,0.58,-0.4,0.49,-0.08,0.02,0.16,-0.24,0.26
7,6/1/1997,6/30/1997,6,1997,7.66,74.6,65.4,83.7,1.49,1.49,2.89,1.49,1.19,0.62,1.19,0.58,0.45,0.38,0.25
7,7/1/1997,7/31/1997,7,1997,7.15,81,70.9,91,1.75,1.75,1.24,1.75,0.63,1.14,0.75,0.7,0.47,0.48,0.43
7,8/1/1997,8/31/1997,8,1997,3.79,78.4,67.8,89,1.22,1.22,-1.04,0.64,-0.96,-0.27,0.45,0.23,0.24,0.34,-0.29
7,9/1/1997,9/30/1997,9,1997,6.67,75.1,65.2,85.1,1.69,1.69,1.77,1.69,0.91,0.08,0.38,0.96,0.64,0.52,-0.15
7,10/1/1997,10/31/1997,10,1997,4.42,65.2,54.6,75.8,2.19,2.19,2.03,2.19,0.79,1.06,0.45,0.81,0.8,0.6,-0.17
7,11/1/1997,11/30/1997,11,1997,4.7,53.5,42.5,64.5,3,3,3.11,3,1.4,1.2,1.41,1.35,1.14,1,-0.03
7,12/1/1997,12/31/1997,12,1997,6.1,48.7,38.4,58.9,3.85,3.85,3.49,3.85,1.52,1.8,1.58,1.41,1.69,1.42,0.45
7,1/1/1998,1/31/1998,1,1998,7.3,50.9,40.8,61.1,4.76,4.76,3.9,4.76,1.89,2.17,2.27,1.74,1.88,1.8,0.83
7,2/1/1998,2/28/1998,2,1998,8.71,51.8,41.4,62.3,5.88,5.88,4.85,5.88,2.38,3.09,3.09,2.59,2.45,2.25,1.42
7,3/1/1998,3/31/1998,3,1998,5.35,54.8,43.9,65.7,5.67,5.67,1.17,5.67,0.84,2.06,2.55,2.45,2.28,2.5,1.44
7,4/1/1998,4/30/1998,4,1998,5.52,63.9,52.8,74.9,5.99,5.99,2.72,5.99,1.5,1.43,2.15,2.73,2.48,2.68,1.63
7,5/1/1998,5/31/1998,5,1998,3.78,74.4,62.9,85.8,-0.09,5.28,-0.28,5.12,0.29,1.08,1.23,2.72,2.67,2.67,1.78
7,6/1/1998,6/30/1998,6,1998,3.17,81.8,69.9,93.7,-0.83,3.99,-2.23,2.96,-1.08,-0.66,0.24,2.1,2.28,2.28,1.79
7,7/1/1998,7/31/1998,7,1998,6.08,83.2,72.8,93.7,-1.05,3.28,-0.91,1.89,0.17,-0.63,-0.51,1.42,2.21,2.15,1.77
7,8/1/1998,8/31/1998,8,1998,3.71,80.4,70,90.7,-1.77,2.11,-2.49,-0.15,-1.01,-0.74,-1.24,0.04,1.79,2.13,1.62
7,9/1/1998,9/30/1998,9,1998,6.36,76.5,66.2,86.7,-1.43,2.05,0.48,0.04,0.81,-0.05,-0.05,0.05,1.69,2.01,1.76
7,10/1/1998,10/31/1998,10,1998,1.67,67.5,55.1,80,-1.72,1.4,-1.31,-0.94,-0.4,0.27,-0.37,-0.7,0.93,1.79,1.66
7,11/1/1998,11/30/1998,11,1998,0.52,61.1,49.5,72.6,-2.45,-2.45,-2.73,-2.45,-1.56,-1.22,-0.25,-1.19,-0.17,1.45,1.73
7,12/1/1998,12/31/1998,12,1998,3.48,54.7,43.8,65.6,-2.57,-2.57,-1.13,-2.57,0.28,-0.58,-0.75,-0.62,-0.38,1.13,1.63
7,1/1/1999,1/31/1999,1,1999,5.15,51.9,38.6,65.1,-1.88,-1.88,1.27,-1.28,1.04,0.8,0.18,-0.18,-0.47,0.84,1.71
7,2/1/1999,2/28/1999,2,1999,2.2,52.5,39.6,65.4,-2.16,-2.16,-1.42,-2.1,-0.74,0.2,0.24,0,-0.72,0,1.58
7,3/1/1999,3/31/1999,3,1999,2.01,54,40.6,67.4,-2.42,-2.42,-1.43,-2.42,-0.94,-1.19,-0.32,-0.69,-0.66,-0.48,1.55
7,4/1/1999,4/30/1999,4,1999,3.23,67.4,55.9,79,-2.24,-2.24,-0.21,-2.24,0.24,-0.55,-0.89,-0.42,-0.61,-0.84,1.41
7,5/1/1999,5/31/1999,5,1999,2.73,69.9,57.8,82,-2.21,-2.21,-0.6,-2.21,-0.3,-0.2,-0.7,-0.26,-0.37,-0.96,1.42
7,6/1/1999,6/30/1999,6,1999,6.06,76.2,66.6,85.7,-1.56,-1.56,1.25,-0.94,0.57,0.09,0.09,-0.19,-0.52,-0.56,1.3
7,7/1/1999,7/31/1999,7,1999,5.15,82,72.6,91.5,-1.62,-1.62,-0.66,-1.23,-0.32,0.1,-0.24,-0.8,-0.5,-0.7,1.19
7,8/1/1999,8/31/1999,8,1999,4.85,83.1,72.5,93.7,-1.92,-1.92,-1.41,-1.92,-0.35,-0.65,-0.23,-0.79,-0.41,-0.52,1.23
7,9/1/1999,9/30/1999,9,1999,7.06,73.8,63,84.5,0.59,-1.14,1.77,-0.24,1.02,0.55,0.22,0.15,-0.07,-0.39,1.27
7,10/1/1999,10/31/1999,10,1999,3.81,65.1,54.6,75.6,0.99,-0.56,1.37,0.97,0.59,1.01,0.65,0.33,-0.24,-0.09,1.24
7,11/1/1999,11/30/1999,11,1999,1.48,58.8,45.9,71.6,0.59,-0.8,-0.89,0.29,-0.43,0.21,0.69,0.35,-0.13,0,0.99
7,12/1/1999,12/31/1999,12,1999,2.65,49.4,37.4,61.4,0.56,-0.68,0.11,0.42,-0.23,-0.51,-0.03,0.11,0.09,-0.13,0.69
7,1/1/2000,1/31/2000,1,2000,4.56,46.3,35.1,57.5,1.01,1.01,1.53,1.01,0.78,0.33,0.05,0.46,0.26,-0.21,0.41
7,2/1/2000,2/29/2000,2,2000,1.53,51.8,37.7,65.9,-0.68,-0.68,-2.03,-0.68,-1.2,-0.27,-0.36,0.3,0.09,-0.28,-0.23
7,3/1/2000,3/31/2000,3,2000,4.27,60.1,46.9,73.2,-0.67,-0.67,-0.18,-0.67,0.34,-0.52,-0.03,-0.04,0.05,0.05,-0.32
7,4/1/2000,4/30/2000,4,2000,2.3,62.1,49.6,74.6,-0.74,-0.74,-0.43,-0.74,-0.39,0.02,-0.63,-0.38,0.05,-0.11,-0.65
7,5/1/2000,5/31/2000,5,2000,0.87,74.8,62.1,87.6,-1.7,-1.7,-3.11,-1.7,-1.88,-1.45,-0.88,-0.81,-0.18,-0.34,-0.96
7,6/1/2000,6/30/2000,6,2000,4.76,79.3,68,90.5,-1.94,-1.94,-1.24,-1.94,-0.04,-1.26,-1.32,-0.84,-0.66,-0.54,-0.79
7,7/1/2000,7/31/2000,7,2000,5.41,81.4,70.4,92.4,-2.15,-2.15,-1.23,-2.15,-0.17,-0.27,-1.14,-1.34,-1.01,-0.5,-0.93
7,8/1/2000,8/31/2000,8,2000,4.34,79.9,70.1,89.7,-2.55,-2.55,-1.86,-2.55,-0.63,-0.75,-0.7,-1.31,-1.19,-0.58,-0.8
7,9/1/2000,9/30/2000,9,2000,7.71,74.2,64.9,83.4,-1.68,-1.68,1.81,-0.85,1.2,0.59,0.33,-0.64,-0.53,-0.45,-0.67
7,10/1/2000,10/31/2000,10,2000,0.02,64.2,50.1,78.2,-2.24,-2.24,-2.2,-2.24,-3.09,0.19,-0.27,-1.1,-1.35,-1.11,-0.87
7,11/1/2000,11/30/2000,11,2000,3.09,54.8,42.3,67.3,-1.72,-1.72,0.87,-1.27,0.65,-0.66,0.34,-0.27,-0.83,-0.88,-0.66
7,12/1/2000,12/31/2000,12,2000,2.72,41.6,30.6,52.7,-1.51,-1.51,0.11,-0.96,-0.18,0.23,-0.7,-0.26,-0.99,-0.89,-0.71
7,1/1/2001,1/31/2001,1,2001,1.63,45.6,33,58.1,-1.79,-1.79,-1.3,-1.73,-0.93,-0.75,-0.33,-0.45,-1.1,-1.36,-1.04
7,2/1/2001,2/28/2001,2,2001,2.12,54.1,42.4,65.8,-2.15,-2.15,-1.63,-2.15,-0.8,-1.2,-1.05,-0.4,-0.82,-1.24,-1.04
